id;n_victimas;aaaa;mm;dd;fecha;hora;franja_hora;direccion_normalizada;comuna;tipo_calle;otra_direccion;calle;altura;cruce;geocodificacion_CABA;longitud;latutid;victima;acusado;participantes;moto;auto;transporte_publico;camion;ciclista;gravedad
LC-2019-0285102;1;2019;5;7;43592;0,852777778;20;SD;1;SD;Piedras 914, Barrio: San Telmo  , jurisdicción comisaria:  Vecinal 1E;;;;Point (107890.02431952273764182 101160.37857996739330702);-58.377267;-34.61878;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0285170;2;2019;5;7;43592;0,763888889;18;SD;6;SD;Directorio Av. 571, Barrio: Caballito  , jurisdicción comisaria:  Vecinal 6B;;;;Point (102571.96463643028982915 100123.68419255668413825);-58.435252;-34.628152;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0285173;1;2019;5;7;43592;0,888194444;21;SD;2;SD;Pasteur y Cordoba Av. 0, Barrio: Recoleta  , jurisdicción comisaria:  Vecinal 2B;;;;Point (105813.20893950793833937 103287.39019594682031311);-58.399927;-34.59962;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0285375;1;2019;5;7;43592;0,923611111;22;SD;11;SD;Nazca Av. 2771, Barrio: Villa Del Parque  , jurisdicción comisaria:  Vecinal 11A;;;;Point (97759.7473986041295575 102818.98336427091271617);-58.487723;-34.603856;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0285416;1;2019;5;7;43592;0,996527778;23;SD;1;SD;Bolivar 548, Barrio: Monserrat  , jurisdicción comisaria:  Vecinal 1E;;;;Point (108263.20145556332136039 101689.20858056847646367);-58.373203;-34.61401;SD;SD;SD-SD;SD;SD;x;x;SD;SD
LC-2019-0286110;1;2019;5;7;43592;0,958333333;23;SD;2;SD;Cordoba Av. y Anchorena, Tomas Manuel De, Dr. 0, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 2B;;;;Point (105058.72615273024712224 103459.99727309666923247);-58.408153;-34.598068;MOTO;SD;MOTO-SD;x;SD;SD;SD;SD;SD
LC-2019-0293801;1;2019;5;7;43592;0,802083333;19;SD;11;SD;Paz, Gral. Av. y San Martin Av. 0, Barrio: Villa Devoto  , jurisdicción comisaria:  Vecinal 11B;;;;Point (94879.29147500626277179 104434.56166003129328601);-58.519116;-34.589282;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0294269;1;2019;5;7;43592;0,569444444;13;SD;3;SD;Belgrano Av. y Entre Rios Av. 0, Barrio: Monserrat  , jurisdicción comisaria:  Vecinal 3B;;;;Point (106565.20853384624933824 101711.30396549668512307);-58.391717;-34.613823;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0298647;1;2019;5;7;43592;0,741666667;17;SD;1;SD;Moreau De Justo, Alicia Av. 1840, Barrio: Puerto Madero  , jurisdicción comisaria:  Vecinal 1E;;;;Point (108973.40820607772911899 100988.89218395965872332);-58.365452;-34.620317;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0301028;1;2019;5;8;43593;0,8125;19;SD;6;SD;Acoyte Av. y Yerbal 0, Barrio: Caballito  , jurisdicción comisaria:  Vecinal 6B;;;;Point (102403.64178462032577954 101352.20792855741456151);-58.437091;-34.617078;CICLISTA;SD;CICLISTA-SD;SD;SD;x;SD;x;SD
LC-2019-0285361;1;2019;5;8;43593;0,0125;0;SD;3;SD;Riobamba 795, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3A;;;;Point (106327.79338247835403308 103251.33522433070174884);-58.394317;-34.599942;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0285376;1;2019;5;8;43593;0,029861111;0;SD;5;SD;Garay, Juan De Av. y Muñiz 0, Barrio: Boedo  , jurisdicción comisaria:  Vecinal 5B;;;;Point (103583.50896136411756743 99670.18883160316909198);-58.424219;-34.632237;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0285377;2;2019;5;8;43593;0,03125;0;SD;3;SD;Riobamba 795, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3A;;;;Point (106327.79338247835403308 103251.33522433070174884);-58.394317;-34.599942;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0285390;1;2019;5;8;43593;0,003472222;0;SD;10;SD;PAZ, GRAL. AV. 9994, Barrio: Versalles  , jurisdicción comisaria:  Vecinal 10B;;;;Point (93874.75938623823458329 99565.0731491523765726);-58.530101;-34.633172;MOTO;SD;MOTO-SD;x;SD;SD;SD;x;SD
LC-2019-0285505;1;2019;5;8;43593;0,183333333;4;SD;14;SD;Darregueyra y Santa Fe Av. 0, Barrio: Palermo  , jurisdicción comisaria:  Vecinal 14A;;;;Point (103660.14578297012485564 105504.70039217703742906);-58.423408;-34.579642;SD;SD;SD-SD;SD;SD;x;SD;SD;SD
LC-2019-0285658;1;2019;5;8;43593;0,363888889;8;SD;3;SD;Independencia Av. y Entre Rios Av. 0, Barrio: Constitucion  , jurisdicción comisaria:  Vecinal 1C;;;;Point (106566.06239555598585866 101230.51704544607491698);-58.391704;-34.618157;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0285737;1;2019;5;8;43593;0,386111111;9;SD;2;SD;Charcas y Sanchez De Bustamante 0, Barrio: Recoleta  , jurisdicción comisaria:  Vecinal 2B;;;;Point (104786.32336265716003254 104081.03366816366906278);-58.411126;-34.592471;MOTO;SD;MOTO-SD;x;SD;SD;SD;SD;SD
LC-2019-0285743;1;2019;5;8;43593;0,270833333;6;SD;14;SD;Justo, Juan B. Av. y Paraguay 0, Barrio: Palermo  , jurisdicción comisaria:  Vecinal 14A;;;;Point (103145.7324685802886961 105359.34235258642002009);-58.429014;-34.580954;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0286204;1;2019;5;8;43593;0,347222222;8;SD;10;SD;Medina y Falcon, Ramon L.,Cnel. 0, Barrio: Velez Sarsfield  , jurisdicción comisaria:  Vecinal 10C;;;;Point (97343.86482335532491561 99055.44714692307752557);-58.492269;-34.637781;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0286308;1;2019;5;8;43593;0,493055556;11;SD;5;SD;Rocamora 4584, Barrio: Almagro  , jurisdicción comisaria:  Vecinal 5A;;;;Point (103164.05105921639187727 103352.66767745060496964);-58.428807;-34.599043;SD;SD;SD-SD;x;SD;SD;SD;x;SD
LC-2019-0286440;1;2019;5;8;43593;0,5125;12;SD;3;SD;ALBERTI 1388, Barrio: San Cristobal  , jurisdicción comisaria:  Vecinal 3B;;;;Point (105812.14889070553181227 100405.22649645016645081);-58.399919;-34.625601;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0286562;1;2019;5;8;43593;0,540277778;12;SD;1;SD;Santa Fe Av. y Pellegrini, Carlos 0, Barrio: Retiro  , jurisdicción comisaria:  Vecinal 1A;;;;Point (107504.64282274925790261 103758.64833100602845661);-58.381492;-34.595361;MOTO;SD;MOTO-SD;x;SD;SD;SD;SD;SD
LC-2019-0286574;1;2019;5;8;43593;0,5;12;SD;15;SD;Escalada De San Martin, R. y Pueyrredon, Honorio, Dr. Av. 0, Barrio: Villa Crespo  , jurisdicción comisaria:  Vecinal 15B;;;;Point (101107.68754883942892775 103134.14774810778908432);-58.451224;-34.601017;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0286653;1;2019;5;8;43593;0,5;12;SD;15;SD;San Martin Av. y Figueroa, D. Apolinario, Coronel 0, Barrio: Caballito  , jurisdicción comisaria:  Vecinal 15B;;;;Point (101284.82197229843586683 102486.38624709742725827);-58.449292;-34.606856;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0286746;1;2019;5;8;43593;0,576388889;13;SD;15;SD;Gallardo, Angel Av. 761, Barrio: Villa Crespo  , jurisdicción comisaria:  Vecinal 15B;;;;Point (102027.97806884197052568 102577.33393061770766508);-58.44119;-34.606035;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0286777;2;2019;5;8;43593;0,581944444;13;SD;4;SD;Paz, Jose C. e Iguazu, Barrio: Parque Patricios  , jurisdicción comisaria:  Vecinal 4A;;;;Point (105286.25150699542427901 98323.53082792375062127);-58.405641;-34.644369;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0286884;1;2019;5;8;43593;0,600694444;14;SD;9;SD;PAZ, GRAL. AV. 11730, Barrio: Liniers  , jurisdicción comisaria:  Vecinal 9B;;;;Point (93955.9183039071795065 97327.47515334034687839);-58.529232;-34.653343;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0286979;1;2019;5;8;43593;0,569444444;13;SD;14;SD;Salguero, Jeronimo y Santa Fe Av. 0, Barrio: Palermo  , jurisdicción comisaria:  Vecinal 14A;;;;Point (104600.02510439987236168 104687.70919516400317661);-58.41316;-34.587003;SD;SD;SD-SD;SD;SD;x;SD;x;SD
LC-2019-0286991;1;2019;5;8;43593;0,583333333;14;SD;15;SD;San Martin Av. y Nazca Av. 0, Barrio: Agronomia  , jurisdicción comisaria:  Vecinal 15C;;;;Point (97284.01474598063214216 103571.97911146596015897);-58.492907;-34.597067;AUTO;SD;AUTO-SD;x;SD;SD;SD;x;SD
LC-2019-0287185;1;2019;5;8;43593;0,569444444;13;SD;8;SD;Escalada Av. 4100, Barrio: Villa Lugano  , jurisdicción comisaria:  Vecinal 8A;;;;Point (100046.93966300053580198 95417.97850155661581084);-58.462788;-34.670574;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0287209;2;2019;5;8;43593;0,395833333;9;SD;9;SD;Madero 300, Barrio: Liniers  , jurisdicción comisaria:  Vecinal 9B;;;;Point (94297.95229684736113995 99228.32907076853734907);-58.525488;-34.63621;MOTO;SD;MOTO-SD;x;SD;SD;SD;x;SD
LC-2019-0287256;1;2019;5;8;43593;0,614583333;14;SD;1;SD;Huergo, Ing. Av. y Belgrano Av. 0, Barrio: Monserrat  , jurisdicción comisaria:  Vecinal 1E;;;;Point (108819.82966136260074563 101894.03609930131642614);-58.367136;-34.612159;PEATON;SD;PEATON-SD;x;SD;SD;SD;x;SD
LC-2019-0287289;1;2019;5;8;43593;0,625;15;SD;11;SD;San Nicolas y Sastre, Marcos 0, Barrio: Villa Del Parque  , jurisdicción comisaria:  Vecinal 11A;;;;Point (96789.04699047718895599 102199.68339113819820341);-58.498308;-34.609436;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0287379;1;2019;5;8;43593;0,698611111;16;SD;9;SD;Alberdi, Juan Bautista Av. 7100, Barrio: Mataderos  , jurisdicción comisaria:  Vecinal 9A;;;;Point (95440.7911662637925474 96638.21385305040166713);-58.513038;-34.659564;AUTO;SD;AUTO-SD;SD;x;SD;SD;SD;SD
LC-2019-0287383;1;2019;5;8;43593;0,638888889;15;SD;7;SD;Nazca Av. 537, Barrio: Flores  , jurisdicción comisaria:  Vecinal 7C;;;;Point (99229.41428421567252371 100380.91246321517974138);-58.471703;-34.625836;MOTO;SD;MOTO-SD;x;SD;SD;SD;x;SD
LC-2019-0287861;1;2019;5;8;43593;0,815972222;19;SD;9;SD;Bynnon 6991, Barrio: Liniers  , jurisdicción comisaria:  Vecinal 9B;;;;Point (94087.41663210710976273 99108.83057066332548857);-58.527785;-34.637286;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0287866;1;2019;5;8;43593;0,760416667;18;SD;7;SD;Gavilan y Avellaneda Av. 0, Barrio: Flores  , jurisdicción comisaria:  Vecinal 7C;;;;Point (100099.20663584482099395 100655.51010598319408018);-58.462218;-34.623361;SD;SD;SD-SD;SD;SD;x;SD;SD;SD
LC-2019-0287892;1;2019;5;8;43593;0,631944444;15;SD;1;SD;Arenales y 9 De Julio Av. 0, Barrio: Retiro  , jurisdicción comisaria:  Vecinal 1A;;;;Point (107494.84087939737946726 103889.89026301655394491);-58.3816;-34.594178;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0287902;1;2019;5;8;43593;0,631944444;15;SD;1;SD;Cerrito y 9 De Julio Av. 0, Barrio: Retiro  , jurisdicción comisaria:  Vecinal 1A;;;;Point (107386.67263222343171947 103876.33177109890675638);-58.382779;-34.594301;SD;SD;SD-SD;SD;SD;SD;SD;x;SD
LC-2019-0287904;1;2019;5;8;43593;0,828472222;19;SD;10;SD;Simbron y Esquina 0, Barrio: Villa Real  , jurisdicción comisaria:  Vecinal 10B;;;;Point (94553.05330639251042157 101354.97429049767379183);-58.522692;-34.617041;AUTO;SD;AUTO-SD;SD;x;SD;SD;SD;SD
LC-2019-0287978;1;2019;5;8;43593;0,683333333;16;SD;9;SD;Jacques, Amadeo y Madero 0, Barrio: Liniers  , jurisdicción comisaria:  Vecinal 9B;;;;Point (94302.3467364461539546 99239.09240198321640491);-58.52544;-34.636113;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0288003;1;2019;5;8;43593;0,858333333;20;SD;No Especificada;SD;SD;;;;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0288091;3;2019;5;8;43593;0,770833333;18;SD;10;SD;Diaz, Cesar, Gral. y Sanabria 0, Barrio: Floresta  , jurisdicción comisaria:  Vecinal 10A;;;;Point (97283.90011472493642941 100586.20519275181868579);-58.492918;-34.623982;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0288140;1;2019;5;8;43593;0,854166667;20;SD;4;SD;Caseros Av. 2194, Barrio: Parque Patricios  , jurisdicción comisaria:  Vecinal 4A;;;;Point (106390.44707186939194798 99371.16648343247652519);-58.393605;-34.634919;SD;SD;SD-SD;SD;SD;x;SD;SD;SD
LC-2019-0290000;1;2019;5;8;43593;0,708333333;17;SD;9;SD;Autopista 25 De Mayo y Dellepiane, Luis, Tte. Gral. 0, Barrio: Parque Avellaneda  , jurisdicción comisaria:  Vecinal 9C;;;;Point (99635.31920976430410519 97634.99193348467815667);-58.467278;-34.650589;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0316751;1;2019;5;8;43593;0,833333333;20;SD;10;SD;Lope De Vega Av. y Alvarez Jonte Av. 0, Barrio: Monte Castro  , jurisdicción comisaria:  Vecinal 10A;;;;Point (95566.30399051021959167 100552.805520952140796);-58.511648;-34.624277;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0362622;1;2019;5;8;43593;0,364583333;8;SD;12;SD;Cabildo Av. y Paz, Gral. Av. 0, Barrio: Saavedra  , jurisdicción comisaria:  Vecinal 12A;;;;Point (98881.1080513876513578 109972.69078239516238682);-58.475488;-34.539371;SD;SD;SD-SD;SD;SD;x;SD;SD;SD
LC-2019-0285317;1;2019;5;9;43594;0,805555556;19;SD;1;SD;Salta y Brasil 0, Barrio: Constitucion  , jurisdicción comisaria:  Vecinal 1C;;;;Point (107380.23851947933144402 100153.62860442575765774);-58.382817;-34.627859;SD;SD;SD-SD;SD;SD;x;SD;SD;SD
LC-2019-0288364;1;2019;5;9;43594;0,111805556;2;SD;9;SD;Paz, Gral. Av. y Chavez, Jorge 0, Barrio: Liniers  , jurisdicción comisaria:  Vecinal 9B;;;;Point (94030.76669932194636203 97681.07176124800753314);-58.528413;-34.650156;AUTO;SD;AUTO-SD;SD;SD;SD;x;SD;SD
LC-2019-0288420;1;2019;5;9;43594;0,003472222;0;SD;1;SD;Autopista 25 De Mayo y San Juan Av. 0, Barrio: Constitucion  , jurisdicción comisaria:  Vecinal 1C;;;;Point (107547.18650599344982766 100787.03784210747107863);-58.381002;-34.622148;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0288441;2;2019;5;9;43594;0,131944444;3;SD;14;SD;Del Libertador Av. y Garcia, Teodoro 0, Barrio: Palermo  , jurisdicción comisaria:  Vecinal 14C;;;;Point (102172.62221315267379396 107375.26389732219104189);-58.439625;-34.562784;MOTO;SD;MOTO-SD;x;SD;SD;SD;SD;SD
LC-2019-0288523;1;2019;5;9;43594;0,325;7;SD;12;SD;Aizpurua 3434, Barrio: Villa Urquiza  , jurisdicción comisaria:  Vecinal 12C;;;;Point (96431.72161417179449927 106615.79634518417879008);-58.502185;-34.569626;SD;SD;SD-SD;SD;SD;SD;x;SD;SD
LC-2019-0288826;1;2019;5;9;43594;0,429166667;10;SD;2;SD;Santa Fe Av. 1660, Barrio: Recoleta  , jurisdicción comisaria:  Vecinal 2B;;;;Point (106637.42639606447482947 103699.17977629110100679);-58.390945;-34.595903;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0289001;1;2019;5;9;43594;0,475694444;11;SD;13;SD;Ciudad De La Paz y Newbery, Jorge 0, Barrio: Palermo  , jurisdicción comisaria:  Vecinal 13C;;;;Point (101915.60145137662766501 106153.50656499633623753);-58.442423;-34.573798;MOTO;SD;MOTO-SD;x;SD;SD;SD;SD;SD
LC-2019-0289249;1;2019;5;9;43594;0,511805556;12;SD;9;SD;Gordillo, Timoteo y Palmar 0, Barrio: Liniers  , jurisdicción comisaria:  Vecinal 9B;;;;Point (94626.86572006935602985 98413.71762350802600849);-58.521906;-34.643555;SD;SD;SD-SD;SD;SD;SD;SD;x;SD
LC-2019-0289350;1;2019;5;9;43594;0,513888889;12;SD;14;SD;Fray Justo Santamaria De Oro y Charcas 0, Barrio: Palermo  , jurisdicción comisaria:  Vecinal 14A;;;;Point (103400.32562175710336305 105314.54792776395333931);-58.426239;-34.581357;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0289496;1;2019;5;9;43594;0,557638889;13;SD;9;SD;Laguna y Bonifacio, Jose 0, Barrio: Parque Avellaneda  , jurisdicción comisaria:  Vecinal 9C;;;;Point (98421.50636484059214126 98912.04096517931611743);-58.480516;-34.639076;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0289562;2;2019;5;9;43594;0,489583333;11;SD;7;SD;Puan 1460, Barrio: Parque Chacabuco  , jurisdicción comisaria:  Vecinal 7B;;;;Point (101913.63095588303986005 99086.71940380944579374);-58.442429;-34.637501;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0290007;1;2019;5;9;43594;0,594444444;14;SD;1;SD;San Martin y Tucuman 0, Barrio: San Nicolas  , jurisdicción comisaria:  Vecinal 1D;;;;Point (108191.19419649660994764 103136.95456939398718532);-58.374002;-34.60096;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0290043;1;2019;5;9;43594;0,583333333;14;SD;15;SD;Newbery, Jorge Av. 4668, Barrio: Chacarita  , jurisdicción comisaria:  Vecinal 15A;;;;Point (100625.88219428714364767 103901.07123394307564013);-58.456477;-34.594104;MOTO;SD;MOTO-SD;x;SD;SD;SD;SD;SD
LC-2019-0290063;1;2019;5;9;43594;0,552083333;13;SD;14;SD;Santa Fe Av. 3253, Barrio: Palermo  , jurisdicción comisaria:  Vecinal 14A;;;;Point (104828.65522326188511215 104515.31509921234101057);-58.410667;-34.588556;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0290075;1;2019;5;9;43594;0,6875;16;SD;14;SD;Santa Fe Av. 3253, Barrio: Palermo  , jurisdicción comisaria:  Vecinal 14A;;;;Point (104828.65522326188511215 104515.31509921234101057);-58.410667;-34.588556;SD;SD;SD-SD;x;SD;SD;SD;x;SD
LC-2019-0290099;2;2019;5;9;43594;0,691666667;16;SD;8;SD;Peron, Eva Av. 7244, Barrio: Villa Lugano  , jurisdicción comisaria:  Vecinal 8A;;;;Point (96634.73371562933607493 95125.25413494741951581);-58.500019;-34.673207;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0290168;1;2019;5;9;43594;0,625;15;SD;9;SD;Alberdi, Juan Bautista Av. 5667, Barrio: Mataderos  , jurisdicción comisaria:  Vecinal 9A;;;;Point (96539.91058383272320498 97684.14216979772027116);-58.501043;-34.65014;MOTO;SD;MOTO-SD;x;SD;SD;SD;SD;SD
LC-2019-0290272;1;2019;5;9;43594;0,740972222;17;SD;9;SD;Acosta, Mariano Av. y Peron, Eva Av. 0, Barrio: Parque Avellaneda  , jurisdicción comisaria:  Vecinal 9C;;;;Point (99651.61514617603097577 98141.73974507481034379);-58.4671;-34.646021;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0290280;1;2019;5;9;43594;0,645833333;15;SD;7;SD;Rivadavia Av. y Cuenca 0, Barrio: Floresta  , jurisdicción comisaria:  Vecinal 7C;;;;Point (99066.25581792085722554 99720.39677573657536414);-58.473483;-34.63179;SD;SD;SD-SD;x;SD;x;SD;SD;SD
LC-2019-0290324;1;2019;5;9;43594;0,754166667;18;SD;3;SD;Independencia Av. 2371, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3B;;;;Point (105837.95191436060122214 101194.06003900652285665);-58.399643;-34.61849;SD;SD;SD-SD;SD;SD;SD;SD;x;SD
LC-2019-0290412;2;2019;5;9;43594;0,725694444;17;SD;10;SD;Rivadavia Av. y Milton 0, Barrio: Villa Luro  , jurisdicción comisaria:  Vecinal 10C;;;;Point (96817.91765272778866347 99116.18064247167785652);-58.498005;-34.637232;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0290488;1;2019;5;9;43594;0,777777778;18;SD;11;SD;San Blas y Nazca Av. 0, Barrio: Villa Santa Rita  , jurisdicción comisaria:  Vecinal 11A;;;;Point (98338.05144322717387695 101980.78509402323106769);-58.48142;-34.611413;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0290523;1;2019;5;9;43594;0,590277778;14;SD;No Especificada;SD;SD;;;;SD;SD;SD;AUTO;SD;AUTO-SD;SD;SD;SD;x;SD;SD
LC-2019-0290582;1;2019;5;9;43594;0,6875;16;SD;15;SD;Carril, Salvador Maria Del Av. y Gavilan 0, Barrio: Villa Pueyrredon  , jurisdicción comisaria:  Vecinal 15C;;;;Point (97524.28861721580324229 104826.25757718783279415);-58.490284;-34.585761;SD;SD;SD-SD;SD;SD;SD;SD;x;SD
LC-2019-0290592;1;2019;5;9;43594;0,763888889;18;SD;8;SD;Piedra Buena Av. y 2 De Abril De 1982 0, Barrio: Villa Lugano  , jurisdicción comisaria:  Vecinal 8A;;;;Point (97612.45621985640900675 94762.03189322918478865);-58.489352;-34.676484;PEATON;SD;PEATON-SD;SD;SD;SD;SD;SD;SD
LC-2019-0290599;1;2019;5;9;43594;0,832638889;19;SD;15;SD;Del Campo Av. 1401, Barrio: Villa Ortuzar  , jurisdicción comisaria:  Vecinal 15C;;;;Point (99549.87478837846720126 104420.79661167816084344);-58.468206;-34.589419;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0290630;1;2019;5;9;43594;0,673611111;16;SD;4;SD;Iriarte, Gral. Av. 3500, Barrio: Barracas  , jurisdicción comisaria:  Vecinal 4D;;;;Point (106112.61216730003070552 97539.71971373831911478);-58.396622;-34.65143;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0290649;1;2019;5;9;43594;0,770833333;18;SD;3;SD;Jujuy Av. 171, Barrio: Balvanera  , jurisdicción comisaria:  Vecinal 3A;;;;Point (105285.89372668089345098 101905.14017517448519357);-58.405667;-34.612083;PEATON;SD;PEATON-SD;x;SD;SD;SD;SD;SD
LC-2019-0290672;1;2019;5;9;43594;0,770833333;18;SD;No Especificada;SD;SD;;;;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0290696;1;2019;5;9;43594;0,957638889;22;SD;3;SD;Alberti y Humberto 1° 0, Barrio: San Cristobal  , jurisdicción comisaria:  Vecinal 3B;;;;Point (105748.64705014313221909 100780.55467973813938443);-58.400614;-34.622218;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0290703;2;2019;5;9;43594;0,802083333;19;SD;7;SD;HOSP. GENERAL DE AGUDOS P. PIÑERO, Barrio: Flores  , jurisdicción comisaria:  Vecinal 7A;;;;Point (100841.91060268730507232 98377.7827334077883279);-58.454117;-34.643893;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0290758;1;2019;5;9;43594;0,885416667;21;SD;5;SD;Rivadavia Av. y La Plata Av. 0, Barrio: Almagro  , jurisdicción comisaria:  Vecinal 5A;;;;Point (103122.27307717372605111 101570.98038260894827545);-58.429256;-34.615104;SD;SD;SD-SD;SD;SD;SD;SD;x;SD
LC-2019-0290782;1;2019;5;9;43594;0,872916667;20;SD;8;SD;Castañares Av. 5758, Barrio: Villa Lugano  , jurisdicción comisaria:  Vecinal 8A;;;;Point (98402.84761127633100841 95070.93827328328916337);-58.480727;-34.673701;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0290799;1;2019;5;9;43594;0,871527778;20;SD;11;SD;Terrero 1800, Barrio: Villa Gral. Mitre  , jurisdicción comisaria:  Vecinal 11A;;;;Point (99706.74007891413930338 102332.81868319980276283);-58.466497;-34.608241;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0290805;1;2019;5;9;43594;0,947916667;22;SD;14;SD;Cerviño Av. y Bullrich, Int. Av. 0, Barrio: Palermo  , jurisdicción comisaria:  Vecinal 14A;;;;Point (103515.02048756639123894 106068.96023207929101773);-58.424992;-34.574556;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0290806;1;2019;5;9;43594;0,729166667;17;SD;14;SD;Figueroa Alcorta, Pres. Av. y Sarmiento Av. 0, Barrio: Palermo  , jurisdicción comisaria:  Vecinal 14C;;;;Point (104719.24869389260129537 106421.97503929538652301);-58.41187;-34.571369;SD;SD;SD-SD;x;SD;SD;SD;SD;SD
LC-2019-0290866;1;2019;5;9;43594;0,997222222;23;SD;4;SD;Charrua 2880, Barrio: Nueva Pompeya  , jurisdicción comisaria:  Vecinal 4B;;;;Point (102924.57112792531552259 97245.17669341193686705);-58.431397;-34.654099;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0290877;2;2019;5;9;43594;0,965277778;23;SD;14;SD;Bonpland y Paraguay 0, Barrio: Palermo  , jurisdicción comisaria:  Vecinal 14B;;;;Point (102875.41984119343396742 105615.1289318018098129);-58.431961;-34.578649;MOTO;SD;MOTO-SD;x;SD;SD;x;SD;SD
LC-2019-0290880;1;2019;5;9;43594;0,916666667;22;SD;2;SD;Austria 2381, Barrio: Recoleta  , jurisdicción comisaria:  Vecinal 2A;;;;Point (105683.40316597610944882 104784.95703719591256231);-58.401352;-34.586121;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0294633;3;2019;5;9;43594;0,854166667;20;SD;8;SD;Paz, Gral. Av. y Dellepiane, Luis, Tte. Gral. 0, Barrio: Villa Lugano  , jurisdicción comisaria:  Vecinal 8A;;;;Point (97853.42994829590315931 93841.22337902894651052);-58.486725;-34.684785;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0300750;1;2019;5;9;43594;0,833333333;20;SD;8;SD;Roca, Cnel. Av. y Soldado De La Frontera Av. 0, Barrio: Villa Riachuelo  , jurisdicción comisaria:  Vecinal 8C;;;;Point (100262.82591535900428426 93329.96319742528430652);-58.460432;-34.689396;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
LC-2019-0301022;1;2019;5;9;43594;0,8125;19;SD;6;SD;Acoyte Av. y Yerbal 0, Barrio: Caballito  , jurisdicción comisaria:  Vecinal 6B;;;;Point (102403.64178462032577954 101352.20792855741456151);-58.437091;-34.617078;SD;SD;SD-SD;SD;SD;SD;SD;SD;SD
